index,word,word_insert_time,pronouncation,meaning,meaning_insert_time
aa-oo,青ジソ,2019/08/10 18:29:53,,,
aa-oo,あおじそ,2019/08/10 18:29:53,,,
aa-oo,あおじろいろ,2019/08/10 18:29:53,,,
aa-oo,青巣稲荷神社,2019/08/10 18:29:53,,,
aa-oo,あおすいなりじんじゃ,2019/08/10 18:29:53,,,
aa-oo,アオスク,2019/08/10 18:29:53,,,
aa-oo,AOSK,2019/08/10 18:29:53,,,
aa-oo,青筋を浮き立たせる,2019/08/10 18:29:53,,,
aa-oo,あおすじをうきたたせる,2019/08/10 18:29:53,,,
aa-oo,青背魚,2019/08/10 18:29:53,,,
aa-oo,あおせざかな,2019/08/10 18:29:53,,,
aa-oo,青空駐車,2019/08/10 18:29:53,,,
aa-oo,あおぞらちゅうしゃ,2019/08/10 18:29:53,,,
aa-oo,青短,2019/08/10 18:29:53,,,
aa-oo,青タン,2019/08/10 18:29:53,,,
aa-oo,あおタン,2019/08/10 18:29:53,,,
aa-oo,青大胡瓜,2019/08/10 18:29:53,,,
aa-oo,あおだいきゅうり,2019/08/10 18:29:53,,,
aa-oo,青っぱな,2019/08/10 18:29:53,,,
aa-oo,あおっぱな,2019/08/10 18:29:53,,,
aa-oo,青照,2019/08/10 18:29:53,,,
aa-oo,あおてる,2019/08/10 18:29:53,,,
aa-oo,青照る,2019/08/10 18:29:53,,,
aa-oo,青丹よし,2019/08/10 18:29:53,,,
aa-oo,あおによし,2019/08/10 18:29:53,,,
aa-oo,青灰色,2019/08/10 18:29:53,,,
aa-oo,あおはいいろ,2019/08/10 18:29:53,,,
aa-oo,青波布,2019/08/10 18:29:53,,,
aa-oo,青ハブ,2019/08/10 18:29:53,,,
aa-oo,アオハブ,2019/08/10 18:29:53,,,
aa-oo,青ヘド,2019/08/10 18:29:53,,,
aa-oo,あおへど,2019/08/10 18:29:53,,,
aa-oo,青文字系,2019/08/10 18:29:53,,,
aa-oo,あおもじけい,2019/08/10 18:29:53,,,
aa-oo,青文字系雑誌,2019/08/10 18:29:53,,,
aa-oo,あおもじけいざっし,2019/08/10 18:29:53,,,
aa-oo,青文字系読モ,2019/08/10 18:29:53,,,
aa-oo,あおもじけいどくモ,2019/08/10 18:29:53,,,
aa-oo,青文字系ファッション誌,2019/08/10 18:29:53,,,
aa-oo,あおもじけいファッションし,2019/08/10 18:29:53,,,
aa-oo,青森県警,2019/08/10 18:29:53,,,
aa-oo,あおもりけんけい,2019/08/10 18:29:53,,,
aa-oo,青焼校正,2019/08/10 18:29:53,,,
aa-oo,青焼き校正,2019/08/10 18:29:53,,,
aa-oo,あおやきこうせい,2019/08/10 18:29:53,,,
aa-oo,煽られる,2019/08/10 18:29:53,,,
aa-oo,あおられる,2019/08/10 18:29:53,,,
aa-oo,煽り文,2019/08/10 18:29:53,,,
aa-oo,あおり文,2019/08/10 18:29:53,,,
aa-oo,あおりぶん,2019/08/10 18:29:53,,,
aa-oo,煽りを受ける,2019/08/10 18:29:53,,,
aa-oo,あおりを受ける,2019/08/10 18:29:53,,,
aa-oo,あおりをうける,2019/08/10 18:29:53,,,
aa-ka,垢,2019/08/10 18:59:53,,,
aa-ka,あか,2019/08/10 18:59:53,,,
aa-ka,赤5索,2019/08/10 18:59:53,,,
aa-ka,赤5筒,2019/08/10 18:59:53,,,
aa-ka,赤5萬,2019/08/10 18:59:53,,,
aa-ka,垢BAN,2019/08/10 18:59:53,,,
aa-ka,赤々と,2019/08/10 18:59:53,,,
aa-ka,あかあかと,2019/08/10 18:59:53,,,
aa-ka,赤五,2019/08/10 18:59:53,,,
aa-ka,赤い悪魔,2019/08/10 18:59:53,,,
aa-ka,あかいあくま,2019/08/10 18:59:53,,,
aa-ka,赤い糸,2019/08/10 18:59:53,,,
aa-ka,あかいいと,2019/08/10 18:59:53,,,
aa-ka,赤い糸で結ばれる,2019/08/10 18:59:53,,,
aa-ka,あかいいとでむすばれる,2019/08/10 18:59:53,,,
aa-ka,赤い糸の女,2019/08/10 18:59:53,,,
aa-ka,あかいいとのおんな,2019/08/10 18:59:53,,,
aa-ka,赤イカ,2019/08/10 18:59:53,,,
aa-ka,赤いか,2019/08/10 18:59:53,,,
aa-ka,アカイカ,2019/08/10 18:59:53,,,
aa-ka,赤五索,2019/08/10 18:59:53,,,
aa-ka,赤五ソー,2019/08/10 18:59:53,,,
aa-ka,赤いダイヤ,2019/08/10 18:59:53,,,
aa-ka,赤一二四,2019/08/10 18:59:53,,,
aa-ka,あかいちにし,2019/08/10 18:59:53,,,
aa-ka,赤五筒,2019/08/10 18:59:53,,,
aa-ka,赤犬が狐を追う,2019/08/10 18:59:53,,,
aa-ka,あかいぬがきつねをおう,2019/08/10 18:59:53,,,
aa-ka,赤五ピン,2019/08/10 18:59:53,,,
aa-ka,赤五マン,2019/08/10 18:59:53,,,
aa-ka,赤芋茎,2019/08/10 18:59:53,,,
aa-ka,赤入れ,2019/08/10 18:59:53,,,
aa-ka,あかいれ,2019/08/10 18:59:53,,,
aa-ka,褐牛,2019/08/10 18:59:53,,,
aa-ka,あか牛,2019/08/10 18:59:53,,,
aa-ka,あかうし,2019/08/10 18:59:53,,,
aa-ka,アカウティング,2019/08/10 18:59:53,,,
aa-ka,アカウントハッキング,2019/08/10 18:59:53,,,
aa-ka,アカウントハック,2019/08/10 18:59:53,,,
aa-ka,アカウントハックツール,2019/08/10 18:59:53,,,
aa-ka,赤5ソー,2019/08/10 18:59:53,,,
aa-ka,あかウーソー,2019/08/10 18:59:53,,,
aa-ka,赤5ピン,2019/08/10 18:59:53,,,
aa-ka,あかウーピン,2019/08/10 18:59:53,,,
aa-ka,赤5マン,2019/08/10 18:59:53,,,
aa-ka,あかウーマン,2019/08/10 18:59:53,,,
aa-ka,赤缶,2019/08/10 18:59:53,,,
aa-ka,あかかん,2019/08/10 18:59:53,,,
aa-ka,赤黄色,2019/08/10 18:59:53,,,
aa-ka,あかきいろ,2019/08/10 18:59:53,,,
aa-ka,赤喰付,2019/08/10 18:59:53,,,
aa-ka,あかくっつき,2019/08/10 18:59:53,,,
aa-ka,赤黒基準,2019/08/10 18:59:53,,,
aa-ka,赤黒処理,2019/08/10 18:59:53,,,
aa-ka,あかくろしょり,2019/08/10 18:59:53,,,
aa-ka,赤5,2019/08/10 18:59:53,,,
aa-ka,あかご,2019/08/10 18:59:53,,,
aa-ka,赤伍索,2019/08/10 18:59:53,,,
aa-ka,赤伍ソー,2019/08/10 18:59:53,,,
aa-ka,赤伍筒,2019/08/10 18:59:53,,,
aa-ka,赤伍萬,2019/08/10 18:59:53,,,
aa-ka,赤伍ピン,2019/08/10 18:59:53,,,
aa-ka,赤伍マン,2019/08/10 18:59:53,,,
aa-ka,赤五萬,2019/08/10 18:59:53,,,
aa-ka,赤三本,2019/08/10 18:59:53,,,
aa-ka,あかさんぼん,2019/08/10 18:59:53,,,
aa-ka,赤ザラメ,2019/08/10 18:59:53,,,
aa-ka,赤ざらめ,2019/08/10 18:59:53,,,
aa-ka,あかザラメ,2019/08/10 18:59:53,,,
aa-ka,赤しその日,2019/08/10 18:59:53,,,
aa-ka,あかしそのひ,2019/08/10 18:59:53,,,
aa-ka,アカシック,2019/08/10 18:59:53,,,
aa-ka,赤シャツ,2019/08/10 18:59:53,,,
aa-ka,赤シャツ隊,2019/08/10 18:59:53,,,
aa-ka,赤シャツ派,2019/08/10 18:59:53,,,
aa-ka,あかシャツは,2019/08/10 18:59:53,,,
aa-ka,明石焼き,2019/08/10 18:59:53,,,
aa-ka,明石焼,2019/08/10 18:59:53,,,
aa-ka,あかしやき,2019/08/10 18:59:53,,,
aa-ka,赤信号皆で渡れば怖くない,2019/08/10 18:59:53,,,
aa-ka,赤信号みんなで渡れば怖くない,2019/08/10 18:59:53,,,
aa-ka,あかしんごうみんなでわたればこわくない,2019/08/10 18:59:53,,,
aa-ka,赤シート,2019/08/10 18:59:53,,,
aa-ka,あかシート,2019/08/10 18:59:53,,,
aa-ka,赤字化,2019/08/10 18:59:53,,,
aa-ka,あかじか,2019/08/10 18:59:53,,,
aa-ka,赤字決算,2019/08/10 18:59:53,,,
aa-ka,あかじけっさん,2019/08/10 18:59:53,,,
aa-ka,赤ずいき,2019/08/10 18:59:53,,,
aa-ka,あかずいき,2019/08/10 18:59:53,,,
aa-ka,赤頭巾,2019/08/10 18:59:53,,,
aa-ka,赤ずきん,2019/08/10 18:59:53,,,
aa-ka,あかずきん,2019/08/10 18:59:53,,,
aa-ka,赤ずきんチャチャ,2019/08/10 18:59:53,,,
aa-ka,赤ずきんちゃちゃ,2019/08/10 18:59:53,,,
aa-ka,あかずきんチャチャ,2019/08/10 18:59:53,,,
aa-ka,アカズハバチ,2019/08/10 18:59:53,,,
aa-ki,飽き飽きした,2019/08/10 19:29:53,,,
aa-ki,厭き厭きした,2019/08/10 19:29:53,,,
aa-ki,あきあきした,2019/08/10 19:29:53,,,
aa-ki,明き家,2019/08/10 19:29:53,,,
aa-ki,空き屋,2019/08/10 19:29:53,,,
aa-ki,秋風が吹く,2019/08/10 19:29:53,,,
aa-ki,あきかぜがふく,2019/08/10 19:29:53,,,
aa-ki,秋型花粉症,2019/08/10 19:29:53,,,
aa-ki,秋花粉症,2019/08/10 19:29:53,,,
aa-ki,あきかふんしょう,2019/08/10 19:29:53,,,
aa-ki,秋学期入学,2019/08/10 19:29:53,,,
aa-ki,秋口,2019/08/10 19:29:53,,,
aa-ki,あきぐち,2019/08/10 19:29:53,,,
aa-ki,彬子女王,2019/08/10 19:29:53,,,
aa-ki,あきこじょおう,2019/08/10 19:29:53,,,
aa-ki,秋コレ,2019/08/10 19:29:53,,,
